Job Title,Base Pay,Overtime Pay,Other Pay,Benefits,Total Pay,Pension Debt,Total Pay & Benefits
Lieutenant 3,198386.33,56306.68,27314.09,53053.95,282007.1,6842.22,341903.27
Police Officer 3,149243.25,130131.69,13730.83,43730.57,293105.77,5030.75,341867.09
Police Officer 3,147678.16,129610.55,15825.11,43720.95,293113.82,5028.84,341863.61
"Manager Viii, Mta",273893.0,0.0,0.0,67940.71,273893.0,0.0,341833.71
Sheriff'S Sergeant,135611.5,37931.78,48538.15,103183.16,222081.43,16549.14,341813.73
Police Officer 2,142886.53,142620.77,8384.97,43009.08,293892.27,4888.15,341789.5
Sr Psychiatric Physician Spec,278549.07,0.0,1000.0,62210.31,279549.07,0.0,341759.38
Police Officer 3,150116.25,119984.73,21569.14,44821.75,291670.12,5246.41,341738.28
Deputy Sheriff,130255.69,63398.28,26609.39,104733.41,220263.36,16662.47,341659.24
Police Officer 3,149243.25,132031.76,11234.29,44004.62,292509.3,5084.91,341598.83
Registered Nurse,227356.6,12228.97,48509.63,53408.78,288095.2,0.0,341503.98
Nurse Practitioner,231865.62,36196.47,12924.61,60467.76,280986.7,0.0,341454.46
Firefighter,138799.05,122808.81,27224.84,47190.01,288832.7,5392.17,341414.88
Police Officer 3,148533.5,135889.03,8445.76,43516.18,292868.29,5005.74,341390.21
"Captain, Emergency Med Svcs",183299.11,105387.77,0.0,46686.59,288686.88,6010.34,341383.81
Sergeant 3,176267.83,85453.94,21863.96,51609.07,283585.73,6153.72,341348.52
Registered Nurse,183028.73,64833.57,43742.08,49625.76,291604.38,0.0,341230.14
Engineer/Architect Principal,252563.3,0.0,25938.19,62724.52,278501.49,0.0,341226.01
Nurse Practitioner,251616.48,16502.57,8260.05,64806.48,276379.1,0.0,341185.58
Deputy Sheriff,132385.01,59513.05,24891.06,107257.05,216789.12,17091.7,341137.87
Incident Support Specialist,149767.88,115429.52,27628.86,48310.37,292826.26,0.0,341136.63
Institutional Police Officer,98075.5,146514.07,8570.12,76271.45,253159.69,11680.59,341111.73
Senior Physician Specialist,274640.0,0.0,1000.0,65451.54,275640.0,0.0,341091.54
Police Officer 3,152555.39,125524.2,10836.1,46971.53,288915.69,5181.55,341068.77
Lieutenant 3,201093.73,49110.78,28167.18,55391.31,278371.69,7147.02,340910.02
Bldgs & Grounds Maint Supt,171160.5,117187.74,4850.0,47700.54,293198.24,0.0,340898.78
Assistant Chief Attorney 2,290228.55,0.0,1054.3,49594.68,291282.85,0.0,340877.53
Assistant Chief Attorney 1,276539.01,0.0,0.0,64337.21,276539.01,0.0,340876.22
Registered Nurse,196134.53,80791.98,8048.24,55893.48,284974.75,0.0,340868.23
Police Officer 3,159286.32,106514.57,20075.62,49383.84,285876.51,5574.96,340835.31
Dep Dir Iv,273600.0,0.0,0.0,67201.48,273600.0,0.0,340801.48
"Head Atty, Civil & Criminal",265826.5,0.0,12008.0,62944.32,277834.5,0.0,340778.82
Nurse Practitioner,269546.87,0.0,3912.05,67211.01,273458.92,0.0,340669.93
Sergeant 3,176576.35,90610.08,16063.75,51332.98,283250.18,6053.12,340636.28
Dep Dir Iii,273814.12,0.0,0.0,66779.18,273814.12,0.0,340593.3
Registered Nurse,214461.32,28393.59,37284.01,60451.83,280138.92,0.0,340590.75
Dep Dir Iv,273158.06,0.0,0.0,67428.9,273158.06,0.0,340586.96
Police Officer 3,148023.98,90035.35,53359.37,44727.73,291418.7,4438.47,340584.9
Firefighter,139420.72,119524.21,29367.85,46789.57,288312.78,5424.39,340526.74
"Deputy Dir I, Mta",272796.5,0.0,0.0,67668.71,272796.5,0.0,340465.21
Manager Viii,273933.04,0.0,0.0,66439.22,273933.04,0.0,340372.26
Dep Dir Iii,273814.12,0.0,0.0,66544.27,273814.12,0.0,340358.39
Sergeant 3,173294.91,80696.89,31538.34,48575.82,285530.14,5988.39,340094.35
"Battalion Chief, Fire Suppress",221089.5,0.0,44416.48,66092.43,265505.98,8452.54,340050.95
Deputy Sheriff,132397.64,60703.93,21989.15,107703.95,215090.72,17177.56,339972.23
"Insp, Fire Dept",165643.1,82558.93,45274.94,46431.22,293476.97,0.0,339908.19
Physician Specialist,263564.67,8381.92,6190.0,61707.16,278136.59,0.0,339843.75
Registered Nurse,180022.7,95161.89,15161.78,49494.8,290346.37,0.0,339841.17
Police Officer 3,149278.76,127193.88,13805.34,44366.67,290277.98,5156.47,339801.12
Registered Nurse,253776.55,14619.51,15473.67,55873.02,283869.73,0.0,339742.75
Manager Vii,272419.03,0.0,0.0,67292.5,272419.03,0.0,339711.53
"Asst Chf Prob Ofc, Juv Prob",202565.0,0.0,0.0,137120.57,202565.0,0.0,339685.57
Engineer,269587.53,0.0,0.0,61238.36,269587.53,8833.24,339659.13
Nursing Supervisor,244092.36,0.0,49557.4,45942.21,293649.76,0.0,339591.97
Registered Nurse,191301.53,63775.65,31151.51,53319.77,286228.69,0.0,339548.46
Police Officer 3,149243.31,109451.2,30254.38,45162.9,288948.89,5313.84,339425.63
"Head Atty, Civil & Criminal",265826.5,0.0,10028.53,63464.26,275855.03,0.0,339319.29
Sergeant 3,173854.86,86073.54,23318.37,49897.69,283246.77,6174.11,339318.57
Registered Nurse,235505.63,29681.61,26860.83,47173.01,292048.07,0.0,339221.08
Registered Nurse,247678.17,6532.27,33541.72,51448.43,287752.16,0.0,339200.59
Sheriff'S Sergeant,160671.53,25540.28,16217.23,117960.34,202429.04,18792.09,339181.47
Nurse Practitioner,253781.56,0.0,18350.48,67036.41,272132.04,0.0,339168.45
Police Officer 3,156670.29,81794.2,45869.56,49521.04,284334.05,5310.31,339165.4
"Pr Distatty Invstgtor,Specunit",194569.13,0.0,11816.92,132662.16,206386.05,0.0,339048.21
Registered Nurse,265246.65,14868.7,10431.02,48329.29,290546.37,0.0,338875.66
Manager Vi,271745.0,0.0,0.0,67124.92,271745.0,0.0,338869.92
Registered Nurse,221435.89,17880.21,44901.42,54450.75,284217.52,0.0,338668.27
Registered Nurse,211946.1,39162.35,29510.84,58032.14,280619.29,0.0,338651.43
Med Examiner'S Investigatoriii,143899.51,121012.43,30738.34,42965.99,295650.28,0.0,338616.27
Nurse Practitioner,252629.5,12574.24,9340.88,64052.5,274544.62,0.0,338597.12
"Head Atty, Civil & Criminal",265826.51,0.0,9278.53,63464.26,275105.04,0.0,338569.3
Police Officer 3,150084.43,121721.38,17281.28,44324.06,289087.09,5148.05,338559.2
Sergeant 3,142760.53,108224.92,45719.05,37353.23,296704.5,4455.0,338512.73
Nurse Practitioner,269744.51,0.0,1794.96,66904.46,271539.47,0.0,338443.93
"Head Atty, Civil & Criminal",265826.5,0.0,10000.0,62588.52,275826.5,0.0,338415.02
Deputy Sheriff,131617.0,66889.79,18574.88,104707.29,217081.67,16621.82,338410.78
Clinical Nurse Specialist,269822.5,0.0,1590.0,66917.42,271412.5,0.0,338329.92
Police Officer 3,149261.01,104900.7,34205.95,44664.9,288367.66,5215.41,338247.97
Sergeant 3,181245.59,68198.19,25603.56,56700.96,275047.34,6434.15,338182.45
Nurse Practitioner,269729.24,0.0,1512.0,66915.02,271241.24,0.0,338156.26
Emt/Paramedic/Firefighter,160396.35,94787.61,24948.08,51605.6,280132.04,6264.9,338002.54
Firefighter,138799.05,121156.57,27195.27,45735.53,287150.89,5104.69,337991.11
Marine Engineer Of Fire Boats,182382.47,87000.94,12930.94,55529.86,282314.35,0.0,337844.21
Physician Specialist,268789.5,0.0,5683.77,63369.5,274473.27,0.0,337842.77
Physician Specialist,268840.87,2646.25,1529.25,64812.39,273016.37,0.0,337828.76
Manager Vi,266138.5,0.0,0.0,71679.76,266138.5,0.0,337818.26
Registered Nurse,206075.18,28394.05,43992.81,59354.01,278462.04,0.0,337816.05
Firefighter,143929.39,108604.77,30814.52,48607.36,283348.68,5746.55,337702.59
Sheriff'S Sergeant,160671.52,19762.2,20217.1,118064.01,200650.82,18812.04,337526.87
"Captain, Fire Suppression",184143.54,29420.72,62705.71,54359.73,276269.97,6809.24,337438.94
Special Examiner,226490.4,0.0,56836.34,54074.39,283326.74,0.0,337401.13
"Deputy Dir I, Mta",271244.03,0.0,0.0,66144.98,271244.03,0.0,337389.01
Sergeant 3,173435.52,73079.88,36776.29,48123.96,283291.69,5881.72,337297.37
Manager Vii,269770.35,0.0,0.0,67485.01,269770.35,0.0,337255.36
Public Safetycomm Disp,126087.9,157805.19,12380.04,40808.94,296273.13,0.0,337082.07
Registered Nurse,235426.64,32771.64,19178.9,49704.04,287377.18,0.0,337081.22
Attorney (Civil/Criminal),265826.51,0.0,7778.53,63464.26,273605.04,0.0,337069.3
Registered Nurse,179569.24,20927.34,87901.54,48659.92,288398.12,0.0,337058.04
Nurse Manager,236247.94,0.0,36192.74,64496.02,272440.68,0.0,336936.7
Police Officer 3,149243.25,129592.77,9331.34,43733.29,288167.36,5031.28,336931.93
Sergeant 3,173315.57,82539.38,27245.26,47958.82,283100.21,5866.45,336925.48
Sergeant 3,173295.07,77501.66,30709.38,49262.49,281506.11,6124.11,336892.71
Engineer,267237.02,0.0,0.0,60881.11,267237.02,8762.63,336880.76
Engineer,267237.01,0.0,0.0,60881.11,267237.01,8762.63,336880.75
Engineer,267237.0,0.0,0.0,60881.11,267237.0,8762.63,336880.74
Engineer,267237.0,0.0,0.0,60881.11,267237.0,8762.63,336880.74
"Lieutenant, Fire Suppression",183273.0,77110.49,20849.03,49050.29,281232.52,6477.52,336760.33
Lieutenant 3,206626.3,43496.07,26905.72,53135.45,277028.09,6587.83,336751.37
Nurse Manager,228644.64,1370.42,46303.49,60427.87,276318.55,0.0,336746.42
"Lieutenant, Fire Suppression",159802.29,94370.64,26839.93,49764.5,281012.86,5938.13,336715.49
Nurse Practitioner,261633.02,0.0,8172.0,66854.44,269805.02,0.0,336659.46
"Deputy Dir I, Mta",262338.01,0.0,0.0,74315.22,262338.01,0.0,336653.23
"Battalion Chief, Fire Suppress",221089.51,2695.31,39280.8,65290.14,263065.62,8293.97,336649.73
Nurse Manager,230253.05,0.0,42972.97,63305.43,273226.02,0.0,336531.45
Police Officer 3,157633.01,77475.39,46257.02,49818.23,281365.42,5322.15,336505.8
Clinical Nurse Specialist,248996.29,22504.89,1778.58,63068.82,273279.76,0.0,336348.58
Dept Head Ii,264831.06,0.0,0.0,71408.01,264831.06,0.0,336239.07
Attorney (Civil/Criminal),232199.18,0.0,48320.15,55603.49,280519.33,0.0,336122.82
Sergeant 3,176945.98,72663.49,28766.62,51610.86,278376.09,6058.55,336045.5
"Captain, Fire Suppression",182382.47,66870.83,25809.86,54100.7,275063.16,6795.17,335959.03
Project Manager 4,273858.09,0.0,0.0,61979.57,273858.09,0.0,335837.66
Police Officer 3,153401.51,59934.05,69131.98,48085.79,282467.54,5266.31,335819.64
Emt/Paramedic/Firefighter,158899.42,97037.15,24717.85,49311.16,280654.42,5848.53,335814.11
Sergeant 3,174602.73,83624.96,21391.78,50053.14,279619.47,6092.81,335765.42
Deputy Sheriff (Sfers),120258.73,160165.23,10510.18,40392.2,290934.14,4350.34,335676.68
Police Officer 3,134963.34,144030.63,10877.46,41127.15,289871.43,4637.76,335636.34
Protective Services Supervisor,154083.85,112893.46,24139.14,44519.01,291116.45,0.0,335635.46
Dep Dir Iv,268343.03,0.0,0.0,67253.99,268343.03,0.0,335597.02
"Head Atty, Civil & Criminal",265826.53,0.0,6278.53,63464.26,272105.06,0.0,335569.32
Registered Nurse,215708.17,31682.86,36045.83,52121.13,283436.86,0.0,335557.99
Firefighter,138799.05,112089.81,32648.04,46717.26,283536.9,5298.73,335552.89
"Lieutenant, Fire Suppression",183373.7,79385.17,16503.6,49735.56,279262.47,6551.09,335549.12
Sergeant 3,181853.25,70300.55,21091.13,56071.69,273244.93,6222.07,335538.69
Physician Specialist,264102.5,4282.43,2845.0,64224.18,271229.93,0.0,335454.11
Nurse Manager,244178.06,0.0,25167.8,65947.83,269345.86,0.0,335293.69
Police Officer 3,147318.76,125121.54,14527.06,43347.76,286967.36,4955.08,335270.2
Sergeant 3,173315.59,90500.88,17426.71,48103.06,281243.18,5894.96,335241.2
Nurse Practitioner,216709.12,56246.83,7538.27,54745.44,280494.22,0.0,335239.66
Sergeant 3,173745.78,59138.76,47274.91,48888.85,280159.45,6050.26,335098.56
Firefighter,136352.06,122307.32,25059.02,45989.59,283718.4,5304.94,335012.93
Nurse Practitioner,261346.24,4587.86,3322.0,65749.02,269256.1,0.0,335005.12
Sergeant 3,174808.34,92176.39,12723.56,49338.14,279708.29,5941.07,334987.5
Lieutenant 3,205605.29,24221.51,41510.94,56491.07,271337.74,7119.5,334948.31
"Head Atty, Civil & Criminal",265826.56,0.0,5980.87,63100.92,271807.43,0.0,334908.35
Manager Vii,263510.52,0.0,0.0,71327.74,263510.52,0.0,334838.26
Police Officer 3,149278.76,101249.96,35190.31,43971.66,285719.03,5078.4,334769.09
"Lieut,Fire Prev",197468.18,59122.28,25670.83,52471.78,282261.29,0.0,334733.07
Registered Nurse,244830.08,10585.18,27080.18,52215.05,282495.44,0.0,334710.49
"Captain, Fire Suppression",182425.34,55885.82,35743.3,53802.06,274054.46,6736.14,334592.66
Registered Nurse,177403.63,102411.23,3197.14,51559.81,283012.0,0.0,334571.81
Attorney (Civil/Criminal),265826.56,0.0,5278.53,63464.26,271105.09,0.0,334569.35
"Head Atty, Civil & Criminal",265826.52,0.0,5278.53,63464.26,271105.05,0.0,334569.31
"Head Atty, Civil & Criminal",265826.52,0.0,5278.53,63464.26,271105.05,0.0,334569.31
"Head Atty, Civil & Criminal",265826.51,0.0,5278.53,63464.26,271105.04,0.0,334569.3
"Head Atty, Civil & Criminal",265826.51,0.0,5278.53,63464.26,271105.04,0.0,334569.3
"Head Atty, Civil & Criminal",265826.5,0.0,5278.53,63464.26,271105.03,0.0,334569.29
"Head Atty, Civil & Criminal",265826.5,0.0,5278.53,63464.26,271105.03,0.0,334569.29
"Head Atty, Civil & Criminal",265826.5,0.0,5278.53,63464.26,271105.03,0.0,334569.29
Lieutenant 3,198323.15,41704.07,34198.26,53414.65,274225.48,6916.99,334557.12
Sheriff'S Sergeant,160671.52,17938.77,17612.12,119257.11,196222.41,19041.49,334521.01
Police Officer 3,149261.0,116645.08,18130.09,45145.82,284036.17,5310.47,334492.46
Manager Vi,268797.5,0.0,0.0,65690.35,268797.5,0.0,334487.85
Registered Nurse,214784.13,26344.88,34551.62,58765.54,275680.63,0.0,334446.17
Dep Dir Iv,267835.92,0.0,0.0,66549.46,267835.92,0.0,334385.38
Special Nurse,178530.79,128979.54,26857.21,0.0,334367.54,0.0,334367.54
Sheriff'S Sergeant (Sfers),160671.49,92936.01,29397.62,51305.73,283005.12,0.0,334310.85
"Lieutenant, Fire Suppression",159802.29,92404.08,26420.25,49691.98,278626.62,5923.8,334242.4
"Lieutenant, Fire Suppression",156358.13,108392.24,15292.52,48426.09,280042.89,5757.13,334226.11
Firefighter,147770.19,110008.57,24998.39,45845.23,282777.15,5373.85,333996.23
Firefighter,138799.04,115948.59,28288.88,45833.41,283036.51,5124.04,333993.96
Deputy Sheriff (Sfers),132385.01,146987.87,7740.4,42129.07,287113.28,4693.63,333935.98
Firefighter,137503.92,108895.98,34923.0,47023.68,281322.9,5396.41,333742.99
Police Officer 3,151675.52,64572.65,67919.15,44356.04,284167.32,5154.37,333677.73
Sergeant 3,188179.83,53127.82,28131.82,57677.05,269439.47,6554.12,333670.64
Physician Specialist,264102.52,0.0,5140.0,64224.18,269242.52,0.0,333466.7
Police Officer 3,149261.0,125062.68,10303.14,43717.66,284626.82,5028.19,333372.67
Registered Nurse,248804.56,740.53,27833.84,55966.96,277378.93,0.0,333345.89
Sergeant 3,185818.62,54920.06,25872.34,60170.72,266611.02,6459.96,333241.7
Firefighter,138766.79,115531.93,26232.15,47280.01,280530.87,5409.96,333220.84
Dep Dir Iii,266271.51,0.0,0.0,66917.14,266271.51,0.0,333188.65
Engineer/Architect Principal,271611.81,0.0,0.0,61568.86,271611.81,0.0,333180.67
Engineer/Architect Principal,271590.54,0.0,0.0,61578.57,271590.54,0.0,333169.11
Engineer/Architect Principal,271590.51,0.0,0.0,61578.57,271590.51,0.0,333169.08
"Captain, Fire Suppression",182382.45,59107.8,30665.05,54142.98,272155.3,6803.52,333101.8
Deputy Sheriff,132385.01,63026.2,16447.07,104643.05,211858.28,16589.01,333090.34
"Lieutenant, Fire Suppression",161307.34,83127.04,31552.68,50962.92,275987.06,6137.87,333087.85
"Capt,Fire Prev Or Fire Invsgtn",207015.53,42572.86,22771.68,53371.57,272360.07,7331.6,333063.24
Deputy Sheriff,132385.02,64640.75,17682.61,102204.8,214708.38,16120.12,333033.3
Sergeant 3,173597.32,85530.79,19576.36,48330.37,278704.47,5939.88,332974.72
Registered Nurse,190332.69,8304.04,78625.79,55696.05,277262.52,0.0,332958.57
Engineer/Architect Principal,271564.82,0.0,0.0,61377.4,271564.82,0.0,332942.22
Dep Dir Iv,267407.01,0.0,0.0,65474.25,267407.01,0.0,332881.26
Emt/Paramedic/Firefighter,166345.73,95741.1,15053.39,49703.5,277140.22,6037.44,332881.16
Nurse Practitioner,241847.66,17496.67,11850.76,61668.04,271195.09,0.0,332863.13
Electronic Maintenance Tech,145710.52,126162.29,14582.56,46292.19,286455.37,0.0,332747.56
Police Officer 3,149278.75,115977.41,18100.42,44167.41,283356.58,5117.09,332641.08
"Captain, Fire Suppression",182425.34,53074.39,35405.03,54769.93,270904.76,6927.44,332602.13
Lieutenant 3,202567.77,40012.12,26447.42,56329.8,269027.31,7197.91,332555.02
Police Officer 3,149379.99,118441.05,15136.39,44381.03,282957.43,5159.31,332497.77
Police Officer 3,149243.26,117652.02,16265.95,44200.38,283161.23,5123.6,332485.21
Dep Dir Iv,266305.13,0.0,0.0,66116.07,266305.13,0.0,332421.2
Nursing Supervisor,266734.5,0.0,0.0,65668.34,266734.5,0.0,332402.84
Physician Assistant,254282.88,18550.25,1261.31,58262.65,274094.44,0.0,332357.09
Deputy Sheriff,132385.01,48631.55,32456.05,102424.86,213472.61,16162.42,332059.89
Captain 3,220933.52,11267.67,35411.8,56942.34,267612.99,7496.13,332051.46
Registered Nurse,208813.92,52499.11,14071.79,56664.79,275384.82,0.0,332049.61
Emt/Paramedic/Firefighter,190277.17,38487.34,42380.8,53618.61,271145.31,7238.13,332002.05
Police Officer 3,157682.21,80444.58,40594.5,47761.03,278721.29,5505.19,331987.51
Senior Deputy Sheriff,146249.6,24954.86,26625.25,115464.08,197829.71,18683.53,331977.32
Deputy Sheriff (Sfers),132385.0,130153.76,20987.73,43446.86,283526.49,4954.08,331927.43
Nurse Practitioner,254815.44,9815.33,3072.0,64109.03,267702.77,0.0,331811.8
Assistant Chief Attorney 1,279054.09,0.0,5543.08,47212.17,284597.17,0.0,331809.34
Sergeant 3,173315.58,89776.02,14155.24,48548.25,277246.84,5982.95,331778.04
Manager Vii,261800.51,0.0,3773.04,66145.51,265573.55,0.0,331719.06
Police Officer 3,151344.17,121688.71,10239.61,43384.04,283272.49,4979.62,331636.15
Police Officer 3,149243.25,115287.23,17747.46,44200.37,282277.94,5123.6,331601.91
Nurse Practitioner,203985.0,74285.66,1768.02,51548.37,280038.68,0.0,331587.05
Nurse Practitioner,253699.33,0.0,11894.45,65961.09,265593.78,0.0,331554.87
"Lieutenant, Fire Suppression",159300.59,83985.48,32835.44,49418.85,276121.51,5882.19,331422.55
Police Officer 3,149243.25,110866.72,22543.77,43733.29,282653.74,5031.28,331418.31
"Head Atty, Civil & Criminal",265826.51,0.0,3000.0,62588.52,268826.51,0.0,331415.03
"Head Atty, Civil & Criminal",265826.5,0.0,3000.0,62588.52,268826.5,0.0,331415.02
Police Officer 3,153055.41,79723.77,45522.59,47728.07,278301.77,5272.02,331301.86
"Lieutenant, Fire Suppression",161244.62,80101.58,32634.61,51130.8,273980.81,6172.6,331284.21
Registered Nurse,214857.14,24745.26,40126.49,51539.47,279728.89,0.0,331268.36
Sheriff'S Sergeant,160686.82,7100.57,22104.94,121832.1,189892.33,19536.59,331261.02
Sergeant 3,173315.66,71248.8,32643.54,48103.07,277208.0,5894.96,331206.03
Nurse Manager,223412.71,45068.75,5076.3,57644.33,273557.76,0.0,331202.09
Registered Nurse,235540.25,22454.7,17396.0,55795.69,275390.95,0.0,331186.64
Sergeant 3,173315.58,77638.07,25195.87,48888.82,276149.52,6050.26,331088.6
Nurse Manager,238954.49,0.0,27189.68,64918.04,266144.17,0.0,331062.21
Firefighter,138799.06,113082.01,26404.29,47331.72,278285.36,5420.18,331037.26
Nurse Practitioner,257043.49,2721.33,5817.24,65423.5,265582.06,0.0,331005.56
Police Officer 3,149261.0,115085.61,17092.87,44372.28,281439.48,5157.58,330969.34
"Head Atty, Civil & Criminal",265826.5,0.0,2500.0,62588.52,268326.5,0.0,330915.02
Nurse Manager,226514.5,6893.6,34761.75,62735.73,268169.85,0.0,330905.58
Sergeant 3,173315.63,55596.16,47655.32,48330.38,276567.11,5939.88,330837.37
Lieutenant 3,197916.11,50981.59,22540.91,52571.05,271438.61,6778.04,330787.7
"Head Atty, Civil & Criminal",265826.51,0.0,2008.0,62944.32,267834.51,0.0,330778.83
"Head Atty, Civil & Criminal",265826.51,0.0,2008.0,62944.32,267834.51,0.0,330778.83
"Head Atty, Civil & Criminal",265826.51,0.0,2008.0,62944.32,267834.51,0.0,330778.83
"Head Atty, Civil & Criminal",265826.5,0.0,2008.0,62944.32,267834.5,0.0,330778.82
Nurse Practitioner,261633.0,0.0,3322.0,65817.37,264955.0,0.0,330772.37
Manager Vii,265564.0,0.0,0.0,65168.63,265564.0,0.0,330732.63
Deputy Sheriff,132397.6,60169.81,19595.99,102394.08,212163.4,16156.43,330713.91
Deputy Sheriff,131718.17,59103.49,19308.78,104080.01,210130.44,16498.63,330709.08
Registered Nurse,239563.43,25009.98,15184.17,50947.81,279757.58,0.0,330705.39
"Captain, Fire Suppression",184143.53,53904.66,31303.72,54511.23,269351.91,6839.18,330702.32
Firefighter,138799.07,102619.35,36508.14,47268.12,277926.56,5407.61,330602.29
Registered Nurse,181972.67,54421.62,37673.09,56455.58,274067.38,0.0,330522.96
Dep Dir Iii,264161.97,0.0,0.0,66205.1,264161.97,0.0,330367.07
Sergeant 3,173885.79,74522.88,25684.6,50042.32,274093.27,6191.41,330327.0
Sergeant 3,181673.07,72412.65,19077.22,51136.51,273162.94,6024.71,330324.16
Deputy Sheriff,132385.02,52824.39,22434.76,105792.94,207644.17,16810.12,330247.23
